,sulphates,fixed acidity,volatile acidity,citric acid,quality
1376,0.46,8.2,0.885,0.2,5
1377,0.62,5.2,0.49,0.26,6
1378,0.51,7.2,0.45,0.15,6
1379,0.62,7.5,0.57,0.02,6
1380,0.62,7.5,0.57,0.02,6
1381,0.45,6.8,0.83,0.09,5
1382,0.49,8.0,0.6,0.22,5
1383,0.49,8.0,0.6,0.22,5
1384,0.5,7.1,0.755,0.15,5
1385,0.42,8.0,0.81,0.25,5
1386,0.58,7.4,0.64,0.07,5
1387,0.58,7.4,0.64,0.07,5
1388,0.68,6.6,0.64,0.31,5
1389,0.53,6.7,0.48,0.02,5
1390,0.59,6.0,0.49,0.0,6
1391,0.58,8.0,0.64,0.22,5
1392,0.48,7.1,0.62,0.06,5
1393,0.48,8.0,0.52,0.25,5
1394,0.48,6.4,0.57,0.14,5
1395,0.65,8.6,0.685,0.1,6
1396,0.65,8.7,0.675,0.1,5
1397,0.52,7.3,0.59,0.26,5
1398,0.62,7.0,0.6,0.12,7
1399,0.72,7.2,0.67,0.0,6
1400,0.51,7.9,0.69,0.21,5
1401,0.51,7.9,0.69,0.21,5
1402,0.82,7.6,0.3,0.42,6
1403,1.1,7.2,0.33,0.33,8
1404,0.62,8.0,0.5,0.39,6
1405,0.9,7.7,0.28,0.3,7
1406,0.94,8.2,0.24,0.34,6
1407,0.93,6.0,0.51,0.0,6
1408,1.01,8.1,0.29,0.36,7
1409,0.93,6.0,0.51,0.0,6
1410,0.44,6.6,0.96,0.0,6
1411,0.73,6.4,0.47,0.4,6
1412,0.94,8.2,0.24,0.34,6
1413,0.9,9.9,0.57,0.25,5
1414,0.78,10.0,0.32,0.59,5
1415,0.84,6.2,0.58,0.0,5
1416,0.78,10.0,0.32,0.59,5
1417,0.77,7.3,0.34,0.33,7
1418,0.46,7.8,0.53,0.01,5
1419,0.45,7.7,0.64,0.21,5
1420,0.46,7.8,0.53,0.01,5
1421,0.58,7.5,0.4,0.18,5
1422,0.84,7.0,0.54,0.0,6
1423,0.67,6.4,0.53,0.09,4
1424,0.7,8.3,0.26,0.37,6
1425,0.7,8.3,0.26,0.37,6
1426,0.71,7.7,0.23,0.37,6
1427,0.58,7.6,0.41,0.33,5
1428,0.63,7.8,0.64,0.0,5
1429,0.93,7.9,0.18,0.4,5
1430,0.62,7.4,0.41,0.24,5
1431,0.54,7.6,0.43,0.31,6
1432,0.85,5.9,0.44,0.0,6
1433,0.74,6.1,0.4,0.16,7
1434,0.77,10.2,0.54,0.37,6
1435,0.77,10.2,0.54,0.37,6
1436,0.65,10.0,0.38,0.38,5
1437,0.54,6.8,0.915,0.29,5
1438,0.47,7.0,0.59,0.0,5
1439,0.68,7.3,0.67,0.02,6
1440,0.73,7.2,0.37,0.32,7
1441,0.52,7.4,0.785,0.19,6
1442,0.75,6.9,0.63,0.02,5
1443,0.49,6.9,0.58,0.2,5
1444,0.68,7.3,0.67,0.02,6
1445,0.52,7.4,0.785,0.19,6
1446,0.75,6.9,0.63,0.02,5
1447,0.74,6.8,0.67,0.0,5
1448,0.73,6.9,0.58,0.01,5
1449,0.76,7.2,0.38,0.31,8
1450,0.73,7.2,0.37,0.32,7
1451,0.78,7.8,0.32,0.44,7
1452,0.76,6.6,0.58,0.02,7
1453,0.58,7.6,0.49,0.33,5
1454,0.69,11.7,0.45,0.63,6
1455,0.63,6.5,0.9,0.0,6
1456,0.5,6.0,0.54,0.06,6
1457,0.58,7.6,0.49,0.33,5
1458,0.6,8.4,0.29,0.4,5
1459,0.8,7.9,0.2,0.35,7
1460,0.68,6.4,0.42,0.09,6
1461,0.61,6.2,0.785,0.0,4
1462,0.58,6.8,0.64,0.03,6
1463,0.53,6.9,0.63,0.01,6
1464,0.67,6.8,0.59,0.1,5
1465,0.67,6.8,0.59,0.1,5
1466,0.65,7.3,0.48,0.32,7
1467,0.57,6.7,1.04,0.08,4
1468,0.65,7.3,0.48,0.32,7
1469,0.55,7.3,0.98,0.05,3
1470,0.47,10.0,0.69,0.11,5
1471,0.52,6.7,0.7,0.08,5
1472,0.79,7.6,0.35,0.6,6
1473,0.54,6.1,0.6,0.08,5
1474,0.75,9.9,0.5,0.5,5
1475,0.88,5.3,0.47,0.11,7
1476,0.75,9.9,0.5,0.5,5
1477,0.88,5.3,0.47,0.11,7
1478,0.52,7.1,0.875,0.05,3
1479,0.68,8.2,0.28,0.6,5
1480,0.62,5.6,0.62,0.03,4
1481,0.68,8.2,0.28,0.6,5
1482,0.57,7.2,0.58,0.54,4
1483,0.61,8.1,0.33,0.44,5
1484,0.64,6.8,0.91,0.06,4
1485,0.55,7.0,0.655,0.16,5
1486,0.6,6.8,0.68,0.21,5
1487,0.78,6.0,0.64,0.05,5
1488,0.58,5.6,0.54,0.04,5
1489,0.76,6.2,0.57,0.1,6
1490,0.56,7.1,0.22,0.49,6
1491,0.58,5.6,0.54,0.04,5
1492,0.54,6.2,0.65,0.06,5
1493,0.59,7.7,0.54,0.26,5
1494,0.7,6.4,0.31,0.09,7
1495,0.81,7.0,0.43,0.02,6
1496,0.59,7.7,0.54,0.26,5
1497,0.63,6.9,0.74,0.03,6
1498,0.58,6.6,0.895,0.04,6
1499,0.63,6.9,0.74,0.03,6
1500,0.53,7.5,0.725,0.04,5
1501,0.53,7.8,0.82,0.29,5
1502,0.54,7.3,0.585,0.18,5
1503,0.69,6.2,0.44,0.39,6
1504,0.55,7.5,0.38,0.57,6
1505,0.63,6.7,0.76,0.02,3
1506,0.66,6.8,0.81,0.05,6
1507,0.55,7.5,0.38,0.57,6
1508,0.72,7.1,0.27,0.6,6
1509,0.7,7.9,0.18,0.4,5
1510,0.77,6.4,0.36,0.21,6
1511,0.67,7.1,0.69,0.04,5
1512,0.65,6.4,0.79,0.04,6
1513,0.6,6.4,0.56,0.15,6
1514,0.72,6.9,0.84,0.21,6
1515,0.72,6.9,0.84,0.21,6
1516,0.97,6.1,0.32,0.25,5
1517,0.83,6.5,0.53,0.06,6
1518,0.63,7.4,0.47,0.46,5
1519,0.58,6.6,0.7,0.08,5
1520,0.83,6.5,0.53,0.06,6
1521,0.43,6.9,0.48,0.2,4
1522,0.97,6.1,0.32,0.25,5
1523,0.6,6.8,0.48,0.25,5
1524,0.78,6.0,0.42,0.19,6
1525,0.64,6.7,0.48,0.08,5
1526,0.65,6.8,0.47,0.08,6
1527,0.66,7.1,0.53,0.07,6
1528,0.67,7.9,0.29,0.49,6
1529,0.6,7.1,0.69,0.08,6
1530,0.69,6.6,0.44,0.09,6
1531,0.66,6.1,0.705,0.1,5
1532,0.68,7.2,0.53,0.13,6
1533,0.61,8.0,0.39,0.3,5
1534,0.62,6.6,0.56,0.14,7
1535,0.59,7.0,0.55,0.13,6
1536,0.68,6.1,0.53,0.08,6
1537,0.64,5.4,0.58,0.08,6
1538,0.63,6.2,0.64,0.09,5
1539,0.78,7.2,0.39,0.32,5
1540,0.63,6.2,0.52,0.08,6
1541,0.76,7.4,0.25,0.29,7
1542,0.56,6.7,0.855,0.02,6
1543,0.57,11.1,0.44,0.42,6
1544,0.81,8.4,0.37,0.43,7
1545,0.64,6.5,0.63,0.33,6
1546,0.61,7.0,0.57,0.02,5
1547,0.51,6.3,0.6,0.1,5
1548,0.58,11.2,0.4,0.5,5
1549,0.7,7.4,0.36,0.3,8
1550,0.53,7.1,0.68,0.0,5
1551,0.54,7.1,0.67,0.0,5
1552,0.66,6.3,0.68,0.01,6
1553,0.6,7.3,0.735,0.0,5
1554,0.6,6.6,0.855,0.02,6
1555,0.68,7.0,0.56,0.17,7
1556,0.56,6.6,0.88,0.04,5
1557,0.6,6.6,0.855,0.02,6
1558,0.56,6.9,0.63,0.33,5
1559,0.52,7.8,0.6,0.26,5
1560,0.52,7.8,0.6,0.26,5
1561,0.52,7.8,0.6,0.26,5
1562,0.54,7.2,0.695,0.13,5
1563,0.54,7.2,0.695,0.13,5
1564,0.54,7.2,0.695,0.13,5
1565,0.82,6.7,0.67,0.02,6
1566,0.71,6.7,0.16,0.64,6
1567,0.54,7.2,0.695,0.13,5
1568,0.59,7.0,0.56,0.13,5
1569,0.57,6.2,0.51,0.14,6
1570,0.93,6.4,0.36,0.53,6
1571,0.65,6.4,0.38,0.14,6
1572,0.51,7.3,0.69,0.32,5
1573,0.67,6.0,0.58,0.2,6
1574,0.48,5.6,0.31,0.78,6
1575,0.64,7.5,0.52,0.4,6
1576,0.78,8.0,0.3,0.63,6
1577,0.6,6.2,0.7,0.15,6
1578,0.67,6.8,0.67,0.15,6
1579,0.6,6.2,0.56,0.09,5
1580,0.6,7.4,0.35,0.33,6
1581,0.6,6.2,0.56,0.09,5
1582,0.5,6.1,0.715,0.1,5
1583,0.62,6.2,0.46,0.29,5
1584,0.8,6.7,0.32,0.44,7
1585,0.84,7.2,0.39,0.44,6
1586,0.85,7.5,0.31,0.41,6
1587,0.66,5.8,0.61,0.11,6
1588,0.78,7.2,0.66,0.33,6
1589,0.54,6.6,0.725,0.2,5
1590,0.82,6.3,0.55,0.15,6
1591,0.56,5.4,0.74,0.09,6
1592,0.75,6.3,0.51,0.13,6
1593,0.82,6.8,0.62,0.08,6
1594,0.58,6.2,0.6,0.08,5
1595,0.76,5.9,0.55,0.1,6
1596,0.75,6.3,0.51,0.13,6
1597,0.71,5.9,0.645,0.12,5
1598,0.66,6.0,0.31,0.47,6
